Period,Region,State,Year,Added & Replaced,Colony Loss,Colony loss %,Disease_unformated,Diseases %,Inventory,"Loss, Colony Collapse Disorder",Other causes %,Other Causes_unformatted,Other Pests %,Other pests_unformatted,Percent Colony Loss,Pesticides %,pesticides_unformatted,Renovated - Inventory,Renovated - Inventory Measured In Pct Of Colonies,Renovated - Inventory Pct,Unknown Causes %,Unknown_unformatted,Varroa Mites %,Varroa Mites_unformatted
OCT THRU DEC,West,OREGON,2018,10500,13000,0.13,16,0.16,89000,,0.009,0.9,0.046,4.6,13,0.148,14.8,12000,,12,0.002,0.2,44.10%,44.1
OCT THRU DEC,Midwest,KANSAS,2021,140,2100,0.26,1.5,0.015,8000,200,0.146,14.6,0.201,20.1,26,0.155,15.5,50,,1,0.139,13.9,30.50%,30.5
OCT THRU DEC,South,ARKANSAS,2015,1900,2400,0.09,0.1,0.001,23000,,0.085,8.5,0.097,9.7,9,0.082,8.2,0,,0,0.006,0.6,38.10%,38.1
APR THRU JUN,West,WYOMING,2018,5500,2300,0.08,2.1,0.021,8500,,0.027,2.7,0.001,0.1,8,0.021,2.1,2200,,8,0.037,3.7,9.60%,9.6
JAN THRU MAR,Northeast,NEW YORK,2018,400,3700,0.14,1.4,0.014,26000,,0.08,8,0.119,11.9,14,0.019,1.9,170,,1,0.06,6,25.30%,25.3
APR THRU JUN,West,COLORADO,2018,12500,3000,0.11,12.7,0.127,16500,,0.042,4.2,,,11,0.036,3.6,4700,,17,0.005,0.5,41.70%,41.7
JAN THRU MAR,Northeast,NEW JERSEY,2021,900,350,0.03,1,0.01,14000,600,0.012,1.2,0.015,1.5,3,0.013,1.3,80,,1,0.008,0.8,18.70%,18.7
OCT THRU DEC,South,GEORGIA,2017,4300,21000,0.14,12.3,0.123,125000,,0.036,3.6,0.151,15.1,14,0.153,15.3,2200,,2,0.046,4.6,56.80%,56.8
JAN THRU MAR,Midwest,MINNESOTA,2016,6000,5500,0.14,0.2,0.002,36000,,0.08,8,0.07,7,14,0.116,11.6,0,,0,0.145,14.5,12.10%,12.1
JUL THRU SEP,West,COLORADO,2019,2200,9500,0.26,4.8,0.048,33000,1700,0.094,9.4,0.125,12.5,26,0.102,10.2,3400,,9,0.01,1,79.80%,79.8
APR THRU JUN,Northeast,NEW JERSEY,2017,1900,430,0.02,2.3,0.023,5500,,0.003,0.3,0.056,5.6,2,0.019,1.9,660,,3,0.008,0.8,21.40%,21.4
OCT THRU DEC,South,WEST VIRGINIA,2016,80,1000,0.13,1.1,0.011,7500,,0.043,4.3,0.023,2.3,13,0.011,1.1,60,,1,0.028,2.8,23.80%,23.8
APR THRU JUN,Midwest,MISSOURI,2017,1800,270,0.04,3,0.03,6500,,0.051,5.1,0.089,8.9,4,0.01,1,1000,,14,0.019,1.9,13.40%,13.4
APR THRU JUN,Midwest,MICHIGAN,2015,13500,9500,0.11,0.6,0.006,58000,,0.164,16.4,0.13,13,11,0.091,9.1,5500,,6,0.031,3.1,26.90%,26.9
JUL THRU SEP,Midwest,IOWA,2016,10500,5500,0.11,0.8,0.008,50000,,0.024,2.4,0.034,3.4,11,0.167,16.7,2400,,5,0.056,5.6,32.60%,32.6
OCT THRU DEC,Northeast,VERMONT,2021,0,40,0.01,,,7000,20,,,0.006,0.6,1,0,0,50,,1,0.008,0.8,16.10%,16.1
APR THRU JUN,South,LOUISIANA,2017,4100,2600,0.04,0,0,56000,,0.015,1.5,0.031,3.1,4,0.016,1.6,8000,,13,0.007,0.7,23.20%,23.2
OCT THRU DEC,Midwest,WISCONSIN,2020,2800,8000,0.13,,,60000,2700,0.018,1.8,0.006,0.6,13,0.074,7.4,4700,,8,0.012,1.2,29.30%,29.3
JAN THRU MAR,South,OKLAHOMA,2019,20,50,,0,0,21000,10,,,0.003,0.3,,0,0,0,,0,,,7.70%,7.7
JAN THRU MAR,South,VIRGINIA,2020,1600,1100,0.16,,,6000,370,0.038,3.8,0.106,10.6,16,,,60,,1,0.035,3.5,17.50%,17.5
JAN THRU MAR,West,WASHINGTON,2019,5500,7000,0.09,0.6,0.006,51000,5500,0.008,0.8,0.008,0.8,9,0.003,0.3,2200,,3,0.002,0.2,22.30%,22.3
JAN THRU MAR,Midwest,IOWA,2021,1100,2100,0.08,,,15000,790,0.078,7.8,0.007,0.7,8,0.037,3.7,30,,,0.038,3.8,18.90%,18.9
JAN THRU MAR,West,COLORADO,2019,0,320,0.04,0,0,5000,1500,0.025,2.5,0.003,0.3,4,0,0,0,,0,0.006,0.6,11.20%,11.2
OCT THRU DEC,South,MARYLAND,2016,20,500,0.05,4.5,0.045,7500,,0.058,5.8,0.083,8.3,5,0.046,4.6,30,,0,0.006,0.6,23.80%,23.8
APR THRU JUN,West,UTAH,2022,8500,4300,0.15,6.9,0.069,23000,2200,0.138,13.8,0.008,0.8,15,0.079,7.9,5000,,17,0.083,8.3,40.10%,40.1
JUL THRU SEP,Midwest,SOUTH DAKOTA,2021,7000,29000,0.12,1.1,0.011,230000,470,0.141,14.1,0.046,4.6,12,0.039,3.9,3100,,1,0.013,1.3,18.30%,18.3
OCT THRU DEC,South,VIRGINIA,2018,80,1100,0.16,12.1,0.121,7000,,0.058,5.8,0.384,38.4,16,0.131,13.1,1300,,19,0.028,2.8,57.10%,57.1
JAN THRU MAR,South,MISSISSIPPI,2016,48000,7500,0.15,0,0,21000,,0.003,0.3,0.016,1.6,15,0.032,3.2,25000,,50,0.145,14.5,13.80%,13.8
APR THRU JUN,Midwest,ILLINOIS,2018,5000,2300,0.22,6.7,0.067,10000,,0.099,9.9,0.078,7.8,22,0.066,6.6,2900,,28,0.024,2.4,13.70%,13.7
APR THRU JUN,South,GEORGIA,2021,25000,21000,0.16,5.2,0.052,134000,3900,0.052,5.2,0.138,13.8,16,0.028,2.8,18500,,14,0.058,5.8,44.70%,44.7
APR THRU JUN,South,ALABAMA,2017,1200,440,0.07,0,0,6500,,0.094,9.4,0.136,13.6,7,0.042,4.2,500,,8,0.053,5.3,17.90%,17.9
JUL THRU SEP,West,UTAH,2016,1200,3200,0.1,0.6,0.006,27000,,0.025,2.5,0.202,20.2,10,0.218,21.8,120,,0,0.017,1.7,32.10%,32.1
JUL THRU SEP,West,NEW MEXICO,2017,1800,2500,0.29,17.8,0.178,8500,,0.031,3.1,0.033,3.3,29,0.136,13.6,200,,2,0.003,0.3,74.30%,74.3
JAN THRU MAR,South,TENNESSEE,2019,240,1500,0.21,5.1,0.051,6000,320,0.077,7.7,0.236,23.6,21,0.009,0.9,320,,5,0.071,7.1,62.80%,62.8
JAN THRU MAR,Midwest,OHIO,2015,5000,10500,0.48,1,0.01,18000,,0.178,17.8,0.016,1.6,48,0.03,3,3300,,15,0.031,3.1,10.70%,10.7
JAN THRU MAR,South,NORTH CAROLINA,2018,2400,4200,0.23,0.3,0.003,18500,,0.134,13.4,0.102,10.2,23,0.003,0.3,260,,1,0.08,8,29.70%,29.7
OCT THRU DEC,Northeast,NEW YORK,2018,1000,4400,0.08,7.8,0.078,53000,,0.078,7.8,0.045,4.5,8,0.024,2.4,1500,,3,0.007,0.7,26.00%,26
APR THRU JUN,Midwest,MICHIGAN,2021,10000,3500,0.03,0.8,0.008,74000,1300,0.008,0.8,0.027,2.7,3,0.035,3.5,8000,,7,,,44.80%,44.8
JAN THRU MAR,Midwest,MICHIGAN,2022,1400,4500,0.06,1.9,0.019,66000,2900,0.042,4.2,0.019,1.9,6,0.014,1.4,2500,,3,,,6.10%,6.1
JAN THRU MAR,Northeast,MAINE,2022,300,340,0.05,0,0,3100,170,0.07,7,0.012,1.2,5,0,0,120,,2,0.012,1.2,7.30%,7.3
OCT THRU DEC,South,SOUTH CAROLINA,2019,1400,1900,0.14,1.7,0.017,12500,100,0.131,13.1,0.184,18.4,14,0.035,3.5,430,,3,0.063,6.3,56.70%,56.7
JUL THRU SEP,Midwest,WISCONSIN,2020,970,8000,0.12,12.9,0.129,68000,2000,0.138,13.8,0.228,22.8,12,0.261,26.1,9000,,13,0.204,20.4,43.10%,43.1
APR THRU JUN,South,FLORIDA,2021,53000,33000,0.11,4.3,0.043,280000,9000,0.064,6.4,0.229,22.9,11,0.101,10.1,31000,,10,0.077,7.7,43.40%,43.4
JAN THRU MAR,South,NORTH CAROLINA,2017,3700,2500,0.11,0.2,0.002,16000,,0.072,7.2,0.174,17.4,11,0.015,1.5,1200,,5,0.039,3.9,34.70%,34.7
JAN THRU MAR,Northeast,CONNECTICUT,2016,70,270,0.1,0.2,0.002,2700,,0.077,7.7,0.008,0.8,10,0,0,10,,0,0.017,1.7,12.30%,12.3
APR THRU JUN,West,MONTANA,2021,13500,3200,0.03,1.5,0.015,38000,820,0.052,5.2,0,0,3,0.133,13.3,15500,,13,0.03,3,20.80%,20.8
APR THRU JUN,South,GEORGIA,2020,18500,10000,0.07,6.9,0.069,145000,3300,0.079,7.9,0.196,19.6,7,0.029,2.9,20000,,14,0.134,13.4,47.90%,47.9
JUL THRU SEP,Northeast,MAINE,2016,240,420,0.08,0.2,0.002,5500,,0.006,0.6,0.001,0.1,8,0,0,140,,3,0,0,9.30%,9.3
JAN THRU MAR,South,SOUTH CAROLINA,2017,4700,1600,0.09,0.4,0.004,17000,,0.027,2.7,0.053,5.3,9,0.011,1.1,970,,6,0.018,1.8,12.60%,12.6
OCT THRU DEC,South,TENNESSEE,2020,20,680,0.05,,,13500,80,0.021,2.1,0.254,25.4,5,0.051,5.1,640,,5,0.052,5.2,33.80%,33.8
JAN THRU MAR,South,KENTUCKY,2019,60,890,0.2,0.1,0.001,3700,70,0.107,10.7,0.129,12.9,20,0.053,5.3,30,,1,0.046,4.6,21.60%,21.6
JUL THRU SEP,Midwest,WISCONSIN,2016,880,12000,0.16,10.8,0.108,71000,,0.051,5.1,0.136,13.6,16,0.158,15.8,640,,1,0.111,11.1,31.50%,31.5
OCT THRU DEC,West,COLORADO,2021,200,1600,0.12,0,0,12000,1300,0.026,2.6,,,12,,,,,0,0.037,3.7,4.60%,4.6
OCT THRU DEC,Northeast,NEW YORK,2019,630,10000,0.15,3,0.03,65000,960,0.032,3.2,0.248,24.8,15,0.087,8.7,510,,1,0.04,4,33.30%,33.3
JAN THRU MAR,South,VIRGINIA,2021,1800,1400,0.19,0,0,7500,840,0.039,3.9,0.01,1,19,0.019,1.9,50,,1,0.049,4.9,11.90%,11.9
OCT THRU DEC,Midwest,INDIANA,2016,20,1200,0.16,0.2,0.002,7500,,0.01,1,0.096,9.6,16,0.014,1.4,0,,0,0.038,3.8,28.20%,28.2
JAN THRU MAR,Midwest,MINNESOTA,2022,6000,1500,0.02,0,0,95000,5500,,,0,0,2,,,80,,,0.01,1,1.10%,1.1
JUL THRU SEP,South,KENTUCKY,2016,900,1000,0.13,0.9,0.009,7500,,0.074,7.4,0.257,25.7,13,0.115,11.5,230,,3,0.045,4.5,42.30%,42.3
APR THRU JUN,Midwest,NEBRASKA,2022,8000,2400,0.05,0.8,0.008,19000,10,0.006,0.6,0.221,22.1,5,0,0,5000,,11,,,26.60%,26.6
JAN THRU MAR,South,WEST VIRGINIA,2020,600,1100,0.14,1.3,0.013,6000,200,0.026,2.6,0.07,7,14,0.006,0.6,680,,9,,,17.30%,17.3
OCT THRU DEC,West,WYOMING,2017,2500,3500,0.12,8.4,0.084,28000,,0.081,8.1,0.024,2.4,12,0.059,5.9,320,,1,0.006,0.6,38.00%,38
OCT THRU DEC,South,VIRGINIA,2016,230,730,0.1,2,0.02,7000,,0.018,1.8,0.199,19.9,10,0,0,10,,0,0.051,5.1,31.40%,31.4
APR THRU JUN,Midwest,IOWA,2020,17000,3600,0.12,16.6,0.166,21000,440,0.035,3.5,0.247,24.7,12,0.008,0.8,4700,,16,0.005,0.5,30.60%,30.6
JUL THRU SEP,Northeast,NEW JERSEY,2020,1500,2300,0.12,0,0,17500,30,,,0.056,5.6,12,0.163,16.3,1800,,10,,,21.70%,21.7
APR THRU JUN,Midwest,INDIANA,2015,4900,1300,0.1,7,0.07,8000,,0.044,4.4,0.018,1.8,10,0.005,0.5,4300,,34,0.02,2,15.40%,15.4
JUL THRU SEP,South,MARYLAND,2016,400,200,0.03,0.1,0.001,7000,,0.006,0.6,0.048,4.8,3,0.007,0.7,20,,0,0.016,1.6,10.80%,10.8
JUL THRU SEP,West,ARIZONA,2019,5500,2000,0.07,2.7,0.027,26000,770,0.132,13.2,0.099,9.9,7,0.114,11.4,3800,,13,0.006,0.6,29.00%,29
APR THRU JUN,South,GEORGIA,2016,17500,11000,0.1,2,0.02,108000,,0.117,11.7,0.284,28.4,10,0.284,28.4,3600,,3,0.027,2.7,59.30%,59.3
APR THRU JUN,Midwest,MINNESOTA,2018,42000,8500,0.07,7.2,0.072,69000,,0.08,8,0.093,9.3,7,0.06,6,25000,,22,0.207,20.7,12.90%,12.9
JAN THRU MAR,South,LOUISIANA,2020,9000,4800,0.1,0.7,0.007,44000,640,0.014,1.4,0.07,7,10,0.012,1.2,20000,,42,0.006,0.6,26.50%,26.5
JUL THRU SEP,West,NEW MEXICO,2021,40,30,0.01,1.1,0.011,5500,10,0,0,0.044,4.4,1,0,0,130,,2,0,0,22.50%,22.5
JUL THRU SEP,Northeast,NEW JERSEY,2016,120,270,0.02,1.2,0.012,18000,,0.013,1.3,0.071,7.1,2,0.085,8.5,80,,0,0.003,0.3,20.20%,20.2
APR THRU JUN,South,LOUISIANA,2016,10000,4300,0.08,0,0,52000,,0.012,1.2,0.011,1.1,8,0.003,0.3,9500,,18,0.006,0.6,20.70%,20.7
APR THRU JUN,West,WYOMING,2020,4400,2000,0.07,0.1,0.001,17500,500,0.035,3.5,,,7,0.011,1.1,2100,,7,0.012,1.2,28.80%,28.8
JUL THRU SEP,South,TEXAS,2019,6500,11000,0.08,4.4,0.044,126000,6500,0.072,7.2,0.183,18.3,8,0.115,11.5,7000,,5,0.021,2.1,21.90%,21.9
JAN THRU MAR,Midwest,NORTH DAKOTA,2022,300,120,,0,0,75000,9500,0,0,0,0,,0,0,0,,0,,,33.10%,33.1
JAN THRU MAR,South,WEST VIRGINIA,2018,330,2500,0.29,2,0.02,4700,,0.208,20.8,0.08,8,29,0.034,3.4,60,,1,0.049,4.9,15.00%,15
OCT THRU DEC,Midwest,WISCONSIN,2015,210,6500,0.14,2.5,0.025,48000,,0.066,6.6,0.156,15.6,14,0.219,21.9,10,,0,0.214,21.4,49.40%,49.4
OCT THRU DEC,Northeast,VERMONT,2015,10,940,0.15,0.9,0.009,6500,,0.004,0.4,0.168,16.8,15,0.006,0.6,10,,0,0.156,15.6,57.10%,57.1
JUL THRU SEP,Northeast,VERMONT,2016,170,400,0.06,1.7,0.017,6500,,0.024,2.4,0.08,8,6,0,0,50,,1,0.008,0.8,5.60%,5.6
JAN THRU MAR,South,ARKANSAS,2022,780,2600,0.12,0,0,18500,540,0.013,1.3,0.281,28.1,12,0.131,13.1,20,,,0.089,8.9,39.80%,39.8
OCT THRU DEC,Midwest,NEBRASKA,2016,190,4300,0.12,0.2,0.002,37000,,0.004,0.4,0.014,1.4,12,0.012,1.2,0,,0,0.015,1.5,10.50%,10.5
JUL THRU SEP,South,OKLAHOMA,2020,150,1100,0.14,0.9,0.009,7000,120,0.024,2.4,0.08,8,14,0.017,1.7,930,,12,0.008,0.8,52.40%,52.4
OCT THRU DEC,South,KENTUCKY,2015,20,1100,0.13,0.4,0.004,8500,,0.072,7.2,0.148,14.8,13,0.098,9.8,10,,0,0.017,1.7,22.20%,22.2
JUL THRU SEP,Northeast,VERMONT,2021,310,10,,1.5,0.015,7000,0,0.016,1.6,0.03,3,,0,0,100,,1,0.006,0.6,25.40%,25.4
JUL THRU SEP,Midwest,NEBRASKA,2021,1200,6000,0.12,,,45000,480,0.032,3.2,,,12,0.018,1.8,1800,,4,0.018,1.8,13.70%,13.7
JUL THRU SEP,West,WASHINGTON,2015,1800,11500,0.12,2.3,0.023,84000,,0.038,3.8,0.037,3.7,12,0.014,1.4,20000,,21,0.003,0.3,45.60%,45.6
JUL THRU SEP,Midwest,NORTH DAKOTA,2020,57000,53000,0.11,12.3,0.123,455000,7000,0.093,9.3,0.159,15.9,11,0.041,4.1,33000,,7,0.014,1.4,61.30%,61.3
APR THRU JUN,Midwest,OHIO,2018,9000,1500,0.12,1.7,0.017,11000,,0.216,21.6,0.307,30.7,12,0.027,2.7,2100,,16,0.015,1.5,38.80%,38.8
JUL THRU SEP,South,ARKANSAS,2018,2600,2300,0.08,0.1,0.001,29000,,0.005,0.5,0.078,7.8,8,0.176,17.6,840,,3,0.006,0.6,29.90%,29.9
OCT THRU DEC,West,WYOMING,2018,220,2700,0.08,2.6,0.026,30000,,0.01,1,0.079,7.9,8,0.068,6.8,0,,0,0.014,1.4,43.90%,43.9
JAN THRU MAR,West,NEW MEXICO,2016,1400,1700,0.26,31.5,0.315,6000,,0.015,1.5,0.004,0.4,26,0,0,30,,1,0.003,0.3,69.00%,69
JAN THRU MAR,West,ARIZONA,2020,3000,8500,0.27,,,29000,4300,0.101,10.1,,,27,0,0,120,,,0.09,9,31.70%,31.7
JAN THRU MAR,Midwest,WISCONSIN,2019,580,3700,0.22,0.7,0.007,16500,800,0.138,13.8,0.032,3.2,22,0.011,1.1,100,,1,0.05,5,15.90%,15.9
JAN THRU MAR,West,MONTANA,2021,820,330,0.01,0,0,40000,1000,,,0,0,1,0,0,20,,,,,15.00%,15
JUL THRU SEP,Northeast,VERMONT,2017,520,180,0.02,4.7,0.047,7500,,0.07,7,0.09,9,2,,,270,,4,0.007,0.7,16.80%,16.8
JAN THRU MAR,South,MARYLAND,2018,400,1600,0.2,4.4,0.044,8000,,0.143,14.3,0.056,5.6,20,0.015,1.5,190,,2,0.031,3.1,18.20%,18.2
JAN THRU MAR,Midwest,MICHIGAN,2021,320,1500,0.02,,,78000,3300,0.007,0.7,,,2,,,4100,,5,0.016,1.6,2.30%,2.3
APR THRU JUN,Midwest,KANSAS,2016,3000,960,0.16,2.8,0.028,4700,,0.037,3.7,0.116,11.6,16,0.083,8.3,900,,15,0.018,1.8,47.30%,47.3
JAN THRU MAR,West,OREGON,2016,3800,2900,0.03,5.3,0.053,68000,,0.024,2.4,0.15,15,3,0,0,1300,,1,0.003,0.3,20.40%,20.4
JUL THRU SEP,West,COLORADO,2021,1500,1700,0.08,2.9,0.029,22000,350,0.064,6.4,,,8,0,0,750,,3,0.008,0.8,7.80%,7.8
JAN THRU MAR,South,SOUTH CAROLINA,2020,2700,1400,0.08,9.6,0.096,13000,160,0.064,6.4,0.115,11.5,8,,,1100,,6,0.054,5.4,15.50%,15.5
JUL THRU SEP,West,NEW MEXICO,2019,1000,170,0.03,0.9,0.009,2400,70,0.008,0.8,0.291,29.1,3,0,0,550,,10,0,0,39.50%,39.5
APR THRU JUN,Northeast,PENNSYLVANIA,2016,6500,1300,0.09,2.4,0.024,11000,,0.046,4.6,0.039,3.9,9,0.036,3.6,1100,,8,0.009,0.9,18.70%,18.7
JAN THRU MAR,West,WASHINGTON,2020,580,1500,0.02,,,49000,6500,,,,,2,0.005,0.5,150,,,,,1.70%,1.7
OCT THRU DEC,South,OKLAHOMA,2015,290,650,0.07,0.1,0.001,5000,,0.013,1.3,0.045,4.5,7,0.001,0.1,60,,1,0.025,2.5,2.80%,2.8
OCT THRU DEC,West,MONTANA,2016,2700,16000,0.13,32.9,0.329,124000,,0.333,33.3,0.394,39.4,13,0.137,13.7,0,,0,0.331,33.1,59.10%,59.1
JAN THRU MAR,South,MARYLAND,2020,1900,1900,0.27,,,7000,380,0.085,8.5,0.015,1.5,27,0,0,30,,,0.024,2.4,19.90%,19.9
APR THRU JUN,Northeast,VERMONT,2022,3300,150,0.02,0,0,7500,280,0.013,1.3,0.015,1.5,2,0.007,0.7,160,,2,,,21.20%,21.2
JAN THRU MAR,West,WYOMING,2015,2000,2000,0.17,0,0,5500,,0.007,0.7,0,0,17,0,0,1400,,12,0,0,0.90%,0.9
OCT THRU DEC,Midwest,MICHIGAN,2021,140,6000,0.06,0,0,105000,1000,0.009,0.9,0.022,2.2,6,0.031,3.1,2200,,2,0.015,1.5,8.70%,8.7
APR THRU JUN,Northeast,MAINE,2017,1100,910,0.03,4.1,0.041,2200,,0.02,2,0.043,4.3,3,0.043,4.3,1400,,4,0.148,14.8,4.40%,4.4
JUL THRU SEP,Northeast,CONNECTICUT,2016,890,270,0.09,0,0,3100,,0.05,5,0.016,1.6,9,0.002,0.2,180,,6,0.008,0.8,18.80%,18.8
JAN THRU MAR,Midwest,NEBRASKA,2020,70,670,0.04,,,9000,1500,,,,,4,0,0,,,0,0.008,0.8,2.20%,2.2
JAN THRU MAR,Northeast,MASSACHUSETTS,2021,30,980,0.2,1,0.01,5000,210,0.078,7.8,0.036,3.6,20,0.005,0.5,90,,2,0.045,4.5,28.90%,28.9
JUL THRU SEP,South,OKLAHOMA,2015,160,230,0.01,0.1,0.001,19500,,0.006,0.6,0.023,2.3,1,0.001,0.1,190,,1,0.004,0.4,1.60%,1.6
JAN THRU MAR,Midwest,OHIO,2016,760,2900,0.18,0.2,0.002,16500,,0.102,10.2,0.043,4.3,18,0.013,1.3,50,,0,0.053,5.3,41.60%,41.6
JAN THRU MAR,West,NEW MEXICO,2020,120,40,0.01,0,0,6000,0,0.007,0.7,0,0,1,0,0,0,,0,,,2.10%,2.1
APR THRU JUN,West,WASHINGTON,2018,15500,7500,0.06,7.6,0.076,55000,,0.071,7.1,0.094,9.4,6,0.076,7.6,19000,,16,0.006,0.6,55.90%,55.9
JUL THRU SEP,South,ALABAMA,2016,440,1200,0.15,0,0,8000,,0.032,3.2,0.42,42,15,0.038,3.8,50,,1,0.138,13.8,11.70%,11.7
APR THRU JUN,Northeast,NEW JERSEY,2022,2600,140,0.01,0.7,0.007,16000,0,,,0.008,0.8,1,0.006,0.6,70,,,0,0,7.00%,7
JUL THRU SEP,South,TENNESSEE,2018,540,900,0.1,0.7,0.007,9000,,0.056,5.6,0.532,53.2,10,0.132,13.2,1000,,11,0.021,2.1,70.60%,70.6
APR THRU JUN,South,ARKANSAS,2017,6000,1900,0.08,1.9,0.019,17000,,0.027,2.7,0.096,9.6,8,0.039,3.9,1300,,5,0.025,2.5,19.40%,19.4
JAN THRU MAR,Midwest,NORTH DAKOTA,2015,1800,620,0.01,0,0,57000,,0.025,2.5,0.017,1.7,1,0,0,530,,0,0.001,0.1,1.70%,1.7
APR THRU JUN,South,VIRGINIA,2020,4800,1200,0.15,,,7500,170,0.079,7.9,0.079,7.9,15,,,1300,,16,0.011,1.1,33.70%,33.7
JUL THRU SEP,South,TEXAS,2021,3100,4000,0.03,0.5,0.005,138000,18500,0.044,4.4,0.06,6,3,0.044,4.4,6000,,4,0.005,0.5,20.20%,20.2
APR THRU JUN,South,FLORIDA,2017,40000,35000,0.14,6.1,0.061,245000,,0.065,6.5,0.144,14.4,14,0.09,9,50000,,20,0.189,18.9,36.50%,36.5
OCT THRU DEC,Northeast,VERMONT,2020,30,270,0.03,0.5,0.005,8000,10,0.006,0.6,,,3,0,0,,,0,,,10.00%,10
JAN THRU MAR,Northeast,PENNSYLVANIA,2019,370,2900,0.19,3.7,0.037,15000,1200,0.075,7.5,0.046,4.6,19,0.04,4,320,,2,0.095,9.5,15.30%,15.3
JUL THRU SEP,South,TENNESSEE,2017,800,1700,0.17,2.1,0.021,10000,,0.053,5.3,0.221,22.1,17,0.06,6,960,,10,0.069,6.9,42.80%,42.8
APR THRU JUN,Midwest,MINNESOTA,2015,20000,12500,0.1,1.4,0.014,71000,,0.101,10.1,0.062,6.2,10,0.165,16.5,21000,,17,0.093,9.3,25.40%,25.4
JAN THRU MAR,South,LOUISIANA,2022,7000,6000,0.14,0,0,35000,770,0.006,0.6,0.481,48.1,14,0,0,2200,,5,0.076,7.6,61.10%,61.1
OCT THRU DEC,Midwest,MICHIGAN,2019,820,6500,0.08,9.2,0.092,84000,2600,0.011,1.1,0.097,9.7,8,0.083,8.3,1500,,2,0.038,3.8,37.00%,37
OCT THRU DEC,West,WYOMING,2020,160,1600,0.06,,,23000,1800,0.022,2.2,0,0,6,0.024,2.4,380,,2,0.014,1.4,19.20%,19.2
OCT THRU DEC,West,IDAHO,2017,10000,9000,0.05,17.7,0.177,113000,,0.017,1.7,0.169,16.9,5,0.149,14.9,5000,,3,0.002,0.2,34.00%,34
APR THRU JUN,South,KENTUCKY,2022,3600,610,0.06,10.7,0.107,6500,80,0.025,2.5,0.151,15.1,6,0.024,2.4,460,,4,0.129,12.9,39.90%,39.9
JUL THRU SEP,South,ALABAMA,2017,690,900,0.09,0,0,7000,,0.075,7.5,0.221,22.1,9,0.354,35.4,530,,6,0.039,3.9,69.50%,69.5
JUL THRU SEP,Midwest,MISSOURI,2016,480,650,0.05,1,0.01,13500,,0.031,3.1,0.077,7.7,5,0.001,0.1,170,,1,0.007,0.7,13.30%,13.3
APR THRU JUN,West,HAWAII,2016,870,830,0.06,0,0,13500,,0.032,3.2,0.381,38.1,6,0.006,0.6,0,,0,0,0,35.60%,35.6
OCT THRU DEC,Midwest,WISCONSIN,2019,1800,8500,0.18,14.8,0.148,46000,2900,0.22,22,0.221,22.1,18,0.141,14.1,3000,,7,0.073,7.3,40.00%,40
JAN THRU MAR,West,COLORADO,2016,1700,750,0.09,0.5,0.005,5000,,0.027,2.7,0.041,4.1,9,0.002,0.2,10,,0,0.002,0.2,2.90%,2.9
JAN THRU MAR,Northeast,MAINE,2019,10,470,0.07,0,0,7000,10,0.014,1.4,0.001,0.1,7,0,0,30,,,0.008,0.8,2.30%,2.3
JAN THRU MAR,South,KENTUCKY,2015,250,4100,0.39,2.5,0.025,7500,,0.227,22.7,0.107,10.7,39,0.025,2.5,0,,0,0.129,12.9,10.80%,10.8
JAN THRU MAR,West,ARIZONA,2019,430,2500,0.11,6.5,0.065,22000,1500,0.084,8.4,0.079,7.9,11,0.162,16.2,90,,,0.002,0.2,25.80%,25.8
APR THRU JUN,Midwest,NEBRASKA,2017,7000,1500,0.03,1,0.01,7500,,0.16,16,0.384,38.4,3,0.376,37.6,27000,,63,0.008,0.8,50.10%,50.1
JUL THRU SEP,South,MISSISSIPPI,2016,750,3300,0.17,1.6,0.016,19000,,0.05,5,0.035,3.5,17,0.018,1.8,740,,4,0.047,4.7,27.50%,27.5
JUL THRU SEP,South,SOUTH CAROLINA,2017,640,1700,0.12,0.2,0.002,14500,,0.052,5.2,0.118,11.8,12,0.03,3,440,,3,0.008,0.8,26.40%,26.4
APR THRU JUN,West,COLORADO,2017,8000,4500,0.15,5.3,0.053,16500,,0.046,4.6,0.008,0.8,15,0.032,3.2,7500,,24,0.001,0.1,31.30%,31.3
JUL THRU SEP,West,UTAH,2017,5500,6500,0.19,0.5,0.005,35000,,0.159,15.9,0.001,0.1,19,0.167,16.7,3200,,9,0.091,9.1,40.50%,40.5
JUL THRU SEP,South,NORTH CAROLINA,2016,1400,1400,0.06,0.1,0.001,25000,,0.134,13.4,0.134,13.4,6,0.029,2.9,1200,,5,0.03,3,27.80%,27.8
JAN THRU MAR,South,FLORIDA,2019,41000,46000,0.15,5.5,0.055,300000,3900,0.074,7.4,0.248,24.8,15,0.229,22.9,16500,,5,0.055,5.5,46.90%,46.9
APR THRU JUN,South,TENNESSEE,2015,3600,730,0.1,1.8,0.018,7500,,0.026,2.6,0.263,26.3,10,0.098,9.8,920,,12,0.03,3,47.80%,47.8
JUL THRU SEP,West,WYOMING,2020,640,3600,0.11,0.7,0.007,33000,310,0.018,1.8,,,11,0.059,5.9,7500,,22,0.009,0.9,13.40%,13.4
JUL THRU SEP,Northeast,VERMONT,2020,700,210,0.03,0.9,0.009,7500,30,0.009,0.9,0.007,0.7,3,0.038,3.8,180,,2,,,26.60%,26.6
